sym_id,symbol,name,partition,module_family,frontier_priority,partition_rationale,tier,tier_title,category,domain,mathematical_role,definition,daemon_affinity,source,status,tier_note
SYM-094,"N̄_m1, N̄_m2",,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Coherence vectors for two narratives,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-095,N→∞,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Infinite stream of moments,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-096,O(C),,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Observation operator acting on consciousness,,PerPCI_Equation_Index_Part1.md,glossary,variable glossary
SYM-097,O(boundary),,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,"Boundary correction (scales with perimeter, not volume)",,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-098,P,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Prediction accuracy (forward model fidelity) / Power (work rate),,PerPCI_Equation_Index_Part1.md,glossary,variable glossary
SYM-099,PERIMETER,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Boundary maintenance (self/non-self distinction),,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-100,P_Born(x),,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Standard quantum probability (|ψ|²) - physics layer,,PerPCI_Equation_Index_Part1.md,glossary,variable glossary
SYM-101,P_born(x),,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Initial amplitude from Schrödinger evolution,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-102,P_exp(history | C_now),,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Experience probability updated by current coherence,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-103,"P_exp(x,τ)",,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Experience probability at 'moment' τ,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-104,P_exp(x|e),,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Probability of experiencing state x in episode e,,PerPCI_Equation_Index_Part1.md,glossary,variable glossary
SYM-105,P_max,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Maximum metabolic capacity (ATP budget),,PerPCI_Equation_Index_Part1.md,glossary,variable glossary
SYM-106,P_negative,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Negative pressure accumulation (fuel) / Accumulated negative pressure from EQ-29,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-107,P_past(x),,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Probability weight of past event x,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-108,P_persist,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Probability state persists in environment (post-collapse),,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-109,P_torsion,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Paradox mass / torsion generated,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-110,Pressure_confine,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Confining pressure from magnetic field gradient,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-111,Quantum Zeno Effect,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,High observation → evolution stops (systems freeze),,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-112,R(x),,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Pointer state robustness (redundant encoding in environment),,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-113,Reality,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,The cumulative world-line,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-114,S,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Symmetry (pattern consistency),,PerPCI_Equation_Index_Part1.md,glossary,variable glossary
SYM-115,S(n),,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Scar torsion for scar n / Scar torsion from EQ-04,,PerPCI_Equation_Index_Part1.md; PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-116,S(region),,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Entanglement entropy of subsystem,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-117,S(self) = 0.0,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Zero internal contradiction/trauma,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-118,S(x),,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Scar torsion cost (defect strength),,PerPCI_Equation_Index_Part1.md,glossary,variable glossary
SYM-119,SIEVE,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,"Input filtering (noise reduction, signal detection)",,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-120,S_accessed(t),,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Activated scars at time t,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-121,S_left,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,"Scar with left-handed twist (e.g., 'I am guilty')",,PerPCI_Equation_Index_Part1.md,glossary,variable glossary
SYM-122,S_right,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,"Anti-scar with right-handed twist (e.g., 'Guilt implies omnipotence')",,PerPCI_Equation_Index_Part1.md,glossary,variable glossary
SYM-123,S_topology,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,"Topological scar (network structure, persistent)",,PerPCI_Equation_Index_Part1.md,glossary,variable glossary
SYM-124,S_torsion,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Scar/contradiction torsion from EQ-28,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-125,Scar_left,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Original trauma (left-handed narrative twist),,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-126,T_n,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Scar tier index (torsion classification),,PerPCI_Equation_Index_Part1.md,glossary,variable glossary
SYM-127,Thesis_truth,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Evidence weight for one pole (0 to 1),,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-128,Thesis_value,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Narrative/emotional value of left pole,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-129,U(x),,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Potential landscape (inverse log of experience probability),,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-130,V,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Validation gap (chain quality minus endpoint grounding),,PerPCI_Equation_Index_Part1.md,glossary,variable glossary
SYM-131,V_f,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Substrate validation from EQ-05 / Embodiment validation (from EQ-05),,PerPCI_Equation_Index_Part1.md,glossary,variable glossary
SYM-132,V_f(x),,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Embodiment validation (substrate gate) / Validation score for state x,,PerPCI_Equation_Index_Part1.md,glossary,variable glossary
SYM-133,Vacuum,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,"Clean baseline state (e.g., acceptance of mortality) / Baseline state (trauma annihilated)",,PerPCI_Equation_Index_Part1.md; PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-134,Vf·D,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Embodiment and integration boost,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-135,W,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Work required to move a scar / Total work from EQ-15,,PerPCI_Equation_Index_Part1.md,glossary,variable glossary
SYM-136,Will_i,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Degree of free will over dimension i,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-137,Z(e),,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Partition function for episode e (total viability) / Raw partition function from EQ-07,,PerPCI_Equation_Index_Part1.md,glossary,variable glossary
SYM-138,Z̃,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Normalized viability from EQ-08,,PerPCI_Equation_Index_Part1.md,glossary,variable glossary
SYM-139,Z̃ → 0,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Episode viability collapses to zero,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-140,Z̃(e),,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Normalized episode viability (tilde-Z),,PerPCI_Equation_Index_Part1.md,glossary,variable glossary
SYM-141,Z̄_0(person),,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Baseline coherence budget under neutral conditions,,PerPCI_Equation_Index_Part1.md,glossary,variable glossary
SYM-142,[1] Identify,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,"Find genuine paradox (high torsion, both poles evidenced)",,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-143,[2] Formulate,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Explicitly state Thesis ∧ Antithesis,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-144,[3] Compress,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Hold both sides in superposition (resist collapse),,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-145,[4] Pressure,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,"Allow tension, anxiety, cognitive strain to mount",,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-146,[5] C-Collapse,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Wait for discontinuous phase transition,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-147,[6] Bloom,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Recognize new integrative logic/capability,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-148,[7] Encode,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,ARCHIVIST crystallizes as new scar,,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-149,[Thesis ∩ Antithesis],,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Overlap / common ground (tends toward zero for true paradox),,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
SYM-150,^2,,Core,Legacy / Foundational Symbol Pool,,Canonical/module/glossary symbol used as part of the foundational lexicon.,,,variable/parameter,,,Quadratic scaling (energy release squared),,PerPCI_Equation_Index_Parts2-5.md,glossary,variable glossary
